Metric,Value,Timestamp
precipitation,34,2022-06-08T18:12:00.000Z
precipitation,80,2022-06-04T18:34:38.000Z
precipitation,28,2022-06-05T12:26:57.000Z
precipitation,8,2022-06-01T18:47:36.000Z
precipitation,84,2022-06-07T15:52:21.000Z
precipitation,3,2022-06-01T19:32:26.000Z
precipitation,55,2022-06-02T07:54:22.000Z
temperature,25,2022-06-04T22:09:20.000Z
precipitation,14,2022-06-09T09:41:50.000Z
temperature,76,2022-06-05T21:42:11.000Z
temperature,90,2022-06-01T08:13:59.000Z
precipitation,73,2022-06-01T06:43:30.000Z
temperature,25,2022-06-06T19:10:21.000Z
temperature,58,2022-06-07T21:55:53.000Z
precipitation,28,2022-06-02T14:44:05.000Z
temperature,79,2022-06-08T20:34:02.000Z
precipitation,90,2022-06-04T16:28:21.000Z
temperature,27,2022-06-05T22:04:26.000Z
temperature,13,2022-06-03T09:28:26.000Z
temperature,74,2022-06-04T16:34:11.000Z
temperature,95,2022-06-02T20:51:40.000Z
precipitation,28,2022-06-06T02:28:26.000Z
precipitation,82,2022-06-08T21:50:52.000Z
temperature,20,2022-06-03T02:26:21.000Z
temperature,26,2022-06-07T22:39:36.000Z
precipitation,99,2022-06-02T01:35:22.000Z
precipitation,66,2022-06-07T23:35:00.000Z
precipitation,30,2022-06-03T15:14:26.000Z
precipitation,23,2022-06-04T13:40:45.000Z
precipitation,28,2022-06-04T04:30:38.000Z
temperature,97,2022-06-02T08:22:51.000Z
temperature,15,2022-06-02T21:55:11.000Z
temperature,35,2022-06-02T16:22:33.000Z
temperature,29,2022-06-03T08:43:43.000Z
precipitation,52,2022-06-05T17:27:05.000Z
temperature,46,2022-06-09T11:28:39.000Z
temperature,66,2022-06-03T15:46:44.000Z
temperature,33,2022-06-02T04:00:55.000Z
temperature,25,2022-06-09T00:24:19.000Z
precipitation,32,2022-06-06T04:54:51.000Z
precipitation,92,2022-06-01T15:28:31.000Z
precipitation,16,2022-06-08T06:12:36.000Z
temperature,78,2022-06-03T16:31:20.000Z
precipitation,98,2022-06-03T09:19:26.000Z
temperature,4,2022-06-01T12:21:36.000Z
temperature,46,2022-06-04T04:17:48.000Z
precipitation,5,2022-06-01T14:31:11.000Z
precipitation,85,2022-06-04T19:06:37.000Z
precipitation,71,2022-06-08T12:27:43.000Z
precipitation,37,2022-06-03T21:56:40.000Z
precipitation,2,2022-06-09T04:28:23.000Z
precipitation,76,2022-06-05T00:06:27.000Z
temperature,88,2022-06-08T00:56:56.000Z
temperature,57,2022-06-01T22:25:56.000Z
precipitation,77,2022-06-08T08:58:43.000Z
temperature,23,2022-06-05T22:56:17.000Z
precipitation,85,2022-06-04T03:35:18.000Z
temperature,35,2022-06-06T03:56:58.000Z
temperature,91,2022-06-01T05:30:33.000Z
temperature,99,2022-06-08T10:44:36.000Z
temperature,10,2022-06-05T21:44:48.000Z
temperature,6,2022-06-09T07:45:27.000Z
precipitation,60,2022-06-08T02:04:31.000Z
temperature,77,2022-06-09T22:38:16.000Z
precipitation,38,2022-06-01T20:52:28.000Z
temperature,64,2022-06-05T00:03:58.000Z
temperature,21,2022-06-05T08:53:46.000Z
precipitation,23,2022-06-08T12:24:34.000Z
precipitation,43,2022-06-09T15:16:53.000Z
precipitation,100,2022-06-07T18:27:13.000Z
precipitation,95,2022-06-09T16:07:24.000Z
temperature,82,2022-06-08T13:51:32.000Z
temperature,71,2022-06-02T16:23:29.000Z
precipitation,81,2022-06-04T11:03:34.000Z
temperature,88,2022-06-02T10:13:20.000Z
temperature,98,2022-06-02T00:27:29.000Z
precipitation,45,2022-06-03T14:59:39.000Z
temperature,6,2022-06-04T11:19:27.000Z
temperature,33,2022-06-02T11:35:24.000Z
temperature,69,2022-06-05T20:55:52.000Z
temperature,15,2022-06-09T09:33:06.000Z
temperature,32,2022-06-01T15:23:06.000Z
precipitation,41,2022-06-07T07:49:31.000Z
temperature,88,2022-06-04T04:31:48.000Z
temperature,77,2022-06-09T14:44:36.000Z
temperature,82,2022-06-01T15:04:32.000Z
precipitation,50,2022-06-09T11:07:57.000Z
precipitation,87,2022-06-05T22:25:45.000Z
temperature,83,2022-06-03T20:57:23.000Z
precipitation,51,2022-06-07T11:43:46.000Z
temperature,9,2022-06-08T00:25:41.000Z
temperature,40,2022-06-06T19:03:47.000Z
precipitation,24,2022-06-07T11:46:19.000Z
precipitation,100,2022-06-01T21:42:45.000Z
precipitation,29,2022-06-06T14:06:13.000Z
precipitation,62,2022-06-07T05:24:48.000Z
temperature,79,2022-06-04T11:19:49.000Z
precipitation,85,2022-06-07T02:01:59.000Z
temperature,9,2022-06-01T00:10:09.000Z
temperature,36,2022-06-03T16:49:10.000Z
precipitation,87,2022-06-07T02:16:51.000Z
precipitation,45,2022-06-06T19:11:46.000Z
precipitation,71,2022-06-05T08:09:42.000Z
temperature,34,2022-06-01T14:00:54.000Z
precipitation,87,2022-06-05T23:39:12.000Z
temperature,67,2022-06-04T14:54:14.000Z
precipitation,32,2022-06-06T07:09:49.000Z
temperature,12,2022-06-04T05:41:11.000Z
precipitation,77,2022-06-04T07:58:19.000Z
temperature,31,2022-06-05T23:10:36.000Z
precipitation,14,2022-06-07T02:27:37.000Z
temperature,91,2022-06-01T12:23:19.000Z
precipitation,27,2022-06-03T05:56:08.000Z
precipitation,75,2022-06-06T00:21:17.000Z
precipitation,25,2022-06-01T03:32:50.000Z
precipitation,48,2022-06-09T10:40:04.000Z
temperature,80,2022-06-05T10:23:40.000Z
temperature,82,2022-06-02T15:49:14.000Z
precipitation,34,2022-06-04T06:56:21.000Z
precipitation,3,2022-06-04T12:33:05.000Z
precipitation,84,2022-06-01T01:08:11.000Z
precipitation,15,2022-06-06T04:04:45.000Z
precipitation,79,2022-06-09T04:52:18.000Z
precipitation,9,2022-06-05T04:10:35.000Z
precipitation,7,2022-06-08T06:34:16.000Z
temperature,76,2022-06-02T03:57:40.000Z
precipitation,16,2022-06-04T16:41:44.000Z
temperature,71,2022-06-08T16:37:22.000Z
precipitation,13,2022-06-06T04:53:20.000Z
precipitation,1,2022-06-06T05:03:03.000Z
temperature,56,2022-06-02T22:38:48.000Z
precipitation,48,2022-06-06T14:59:41.000Z
precipitation,79,2022-06-01T22:23:07.000Z
precipitation,100,2022-06-04T19:36:55.000Z
temperature,87,2022-06-08T23:44:11.000Z
temperature,21,2022-06-03T18:45:50.000Z
precipitation,87,2022-06-09T00:34:32.000Z
temperature,31,2022-06-02T20:00:15.000Z
temperature,31,2022-06-04T14:24:10.000Z
temperature,24,2022-06-07T04:54:52.000Z
precipitation,86,2022-06-09T11:47:56.000Z
precipitation,41,2022-06-09T17:08:16.000Z
precipitation,50,2022-06-05T03:50:26.000Z
temperature,54,2022-06-06T11:22:47.000Z
temperature,86,2022-06-09T20:38:39.000Z
temperature,38,2022-06-03T19:49:32.000Z
precipitation,67,2022-06-08T10:08:40.000Z
temperature,26,2022-06-09T06:25:34.000Z
precipitation,16,2022-06-03T03:08:43.000Z
precipitation,75,2022-06-02T22:38:37.000Z
temperature,78,2022-06-03T00:39:52.000Z
precipitation,80,2022-06-08T05:45:40.000Z
precipitation,23,2022-06-08T20:34:50.000Z
precipitation,50,2022-06-01T13:11:51.000Z
temperature,58,2022-06-02T21:54:53.000Z
precipitation,59,2022-06-02T19:24:40.000Z
temperature,74,2022-06-02T02:56:03.000Z
precipitation,75,2022-06-04T03:38:40.000Z
temperature,90,2022-06-04T19:24:53.000Z
temperature,79,2022-06-04T22:49:15.000Z
precipitation,9,2022-06-06T07:36:09.000Z
precipitation,35,2022-06-07T03:48:24.000Z
temperature,55,2022-06-09T22:28:44.000Z
temperature,99,2022-06-03T02:50:28.000Z
temperature,90,2022-06-07T04:32:40.000Z
temperature,50,2022-06-07T11:08:44.000Z
temperature,48,2022-06-08T13:10:34.000Z
temperature,99,2022-06-05T11:49:59.000Z
temperature,61,2022-06-09T06:04:53.000Z
precipitation,20,2022-06-01T20:45:49.000Z
precipitation,37,2022-06-05T17:01:22.000Z
precipitation,86,2022-06-02T12:38:36.000Z
precipitation,38,2022-06-08T20:29:29.000Z
temperature,92,2022-06-09T19:27:03.000Z
temperature,55,2022-06-04T18:13:05.000Z
temperature,87,2022-06-05T11:01:08.000Z
precipitation,74,2022-06-01T15:27:46.000Z
temperature,10,2022-06-09T21:54:28.000Z
temperature,22,2022-06-02T05:43:53.000Z
temperature,5,2022-06-01T06:24:45.000Z
precipitation,81,2022-06-04T18:22:22.000Z
precipitation,96,2022-06-06T10:52:22.000Z
precipitation,72,2022-06-05T03:06:57.000Z
temperature,58,2022-06-09T20:25:02.000Z
temperature,90,2022-06-03T03:10:21.000Z
temperature,72,2022-06-03T06:34:20.000Z
temperature,70,2022-06-01T08:33:06.000Z
temperature,4,2022-06-09T21:18:46.000Z
precipitation,82,2022-06-09T23:08:41.000Z
precipitation,93,2022-06-04T12:52:21.000Z
precipitation,81,2022-06-04T15:00:23.000Z
precipitation,12,2022-06-03T00:45:59.000Z
precipitation,11,2022-06-09T00:21:01.000Z
precipitation,19,2022-06-05T21:04:40.000Z
temperature,93,2022-06-05T14:34:49.000Z
temperature,5,2022-06-05T09:15:35.000Z
temperature,57,2022-06-08T10:09:12.000Z
temperature,89,2022-06-01T01:45:17.000Z
temperature,7,2022-06-03T17:09:17.000Z
temperature,43,2022-06-05T05:02:22.000Z
precipitation,95,2022-06-07T23:08:52.000Z
temperature,58,2022-06-06T11:39:25.000Z
precipitation,13,2022-06-08T06:41:07.000Z
temperature,42,2022-06-01T09:29:23.000Z
precipitation,40,2022-06-02T22:50:23.000Z
precipitation,100,2022-06-04T02:48:44.000Z
precipitation,60,2022-06-07T14:20:21.000Z
temperature,1,2022-06-02T01:23:53.000Z
temperature,97,2022-06-08T22:41:01.000Z
temperature,94,2022-06-04T12:52:47.000Z
temperature,95,2022-06-01T22:47:13.000Z
temperature,69,2022-06-06T09:09:51.000Z
precipitation,28,2022-06-05T20:45:37.000Z
precipitation,100,2022-06-04T12:54:09.000Z
precipitation,50,2022-06-06T02:48:28.000Z
precipitation,76,2022-06-09T23:13:00.000Z
temperature,91,2022-06-03T13:46:22.000Z
temperature,30,2022-06-02T06:52:25.000Z
precipitation,69,2022-06-06T00:25:33.000Z
precipitation,98,2022-06-02T06:29:53.000Z
precipitation,66,2022-06-05T10:41:42.000Z
precipitation,33,2022-06-03T09:34:06.000Z
temperature,70,2022-06-01T22:27:22.000Z
precipitation,27,2022-06-06T16:04:16.000Z
precipitation,54,2022-06-09T11:11:34.000Z
precipitation,18,2022-06-06T18:56:51.000Z
temperature,51,2022-06-03T18:16:26.000Z
temperature,30,2022-06-09T10:29:39.000Z
temperature,99,2022-06-02T07:46:13.000Z
temperature,42,2022-06-05T20:10:29.000Z
temperature,54,2022-06-04T04:12:16.000Z
temperature,10,2022-06-05T06:45:03.000Z
temperature,18,2022-06-09T12:27:27.000Z
precipitation,50,2022-06-08T02:35:21.000Z
temperature,24,2022-06-04T17:43:03.000Z
temperature,36,2022-06-07T03:24:46.000Z
temperature,44,2022-06-04T18:56:26.000Z
temperature,57,2022-06-08T18:46:52.000Z
temperature,60,2022-06-04T06:19:03.000Z
precipitation,77,2022-06-09T16:09:55.000Z
temperature,16,2022-06-06T03:07:56.000Z
precipitation,71,2022-06-07T06:16:27.000Z
temperature,81,2022-06-09T05:13:16.000Z
temperature,75,2022-06-09T13:59:59.000Z
temperature,15,2022-06-05T20:23:43.000Z
temperature,36,2022-06-03T02:44:42.000Z
temperature,94,2022-06-05T00:03:34.000Z
precipitation,19,2022-06-01T02:11:22.000Z
precipitation,78,2022-06-01T18:45:15.000Z
temperature,31,2022-06-04T06:03:05.000Z
precipitation,66,2022-06-08T22:13:46.000Z
precipitation,84,2022-06-02T15:21:10.000Z
precipitation,78,2022-06-08T08:31:34.000Z
temperature,89,2022-06-06T05:32:24.000Z
temperature,5,2022-06-01T00:20:27.000Z
precipitation,31,2022-06-04T08:48:05.000Z
precipitation,72,2022-06-02T15:57:38.000Z
temperature,7,2022-06-02T15:29:55.000Z
temperature,29,2022-06-07T10:08:45.000Z
temperature,94,2022-06-09T19:35:14.000Z
precipitation,88,2022-06-04T01:11:23.000Z
temperature,96,2022-06-02T02:41:38.000Z
precipitation,3,2022-06-03T19:35:11.000Z
precipitation,36,2022-06-06T18:30:28.000Z
temperature,82,2022-06-02T16:07:00.000Z
temperature,67,2022-06-08T00:18:07.000Z
temperature,77,2022-06-03T09:04:12.000Z
precipitation,49,2022-06-07T09:05:27.000Z
precipitation,59,2022-06-04T16:29:57.000Z
temperature,14,2022-06-04T17:32:51.000Z
precipitation,13,2022-06-08T05:31:49.000Z
temperature,51,2022-06-08T01:00:13.000Z
temperature,91,2022-06-05T07:54:36.000Z
precipitation,64,2022-06-01T04:06:12.000Z
temperature,77,2022-06-09T19:47:17.000Z
temperature,17,2022-06-04T18:53:13.000Z
temperature,5,2022-06-01T09:24:37.000Z
precipitation,41,2022-06-02T05:41:01.000Z
precipitation,2,2022-06-09T15:42:18.000Z
precipitation,18,2022-06-01T01:02:43.000Z
temperature,17,2022-06-01T18:22:23.000Z
temperature,35,2022-06-08T14:04:56.000Z
temperature,79,2022-06-02T23:37:57.000Z
precipitation,82,2022-06-01T23:28:47.000Z
temperature,26,2022-06-07T18:03:00.000Z
precipitation,20,2022-06-06T02:34:07.000Z
temperature,46,2022-06-08T02:44:21.000Z
precipitation,18,2022-06-03T02:56:00.000Z
temperature,83,2022-06-01T10:13:00.000Z
temperature,67,2022-06-09T23:22:30.000Z
temperature,38,2022-06-01T05:36:29.000Z
precipitation,10,2022-06-06T18:02:41.000Z
temperature,84,2022-06-01T09:25:27.000Z
temperature,41,2022-06-07T18:38:54.000Z
precipitation,12,2022-06-04T17:36:39.000Z
temperature,49,2022-06-06T22:43:24.000Z
temperature,26,2022-06-02T17:38:06.000Z
precipitation,74,2022-06-02T20:40:27.000Z
temperature,29,2022-06-03T18:20:28.000Z
precipitation,96,2022-06-03T02:28:59.000Z
precipitation,80,2022-06-07T16:27:57.000Z
precipitation,57,2022-06-07T19:22:53.000Z
temperature,14,2022-06-01T23:08:27.000Z
precipitation,99,2022-06-06T15:41:39.000Z
precipitation,50,2022-06-08T06:13:59.000Z
precipitation,89,2022-06-09T23:18:44.000Z
temperature,70,2022-06-05T11:55:38.000Z
temperature,49,2022-06-07T23:27:53.000Z
temperature,47,2022-06-07T11:54:06.000Z
temperature,53,2022-06-03T12:45:41.000Z
precipitation,4,2022-06-05T13:37:09.000Z
temperature,14,2022-06-09T23:19:00.000Z
temperature,99,2022-06-02T03:25:41.000Z
temperature,55,2022-06-06T22:27:14.000Z
temperature,33,2022-06-09T18:35:21.000Z
precipitation,21,2022-06-06T16:34:49.000Z
temperature,31,2022-06-01T07:45:17.000Z
temperature,9,2022-06-04T06:50:39.000Z
precipitation,89,2022-06-02T18:33:25.000Z
precipitation,97,2022-06-09T00:06:53.000Z
temperature,36,2022-06-04T10:02:24.000Z
temperature,85,2022-06-06T12:52:23.000Z
temperature,38,2022-06-04T10:26:13.000Z
temperature,45,2022-06-04T17:50:37.000Z
precipitation,3,2022-06-01T04:58:45.000Z
temperature,68,2022-06-05T11:28:21.000Z
temperature,75,2022-06-05T18:15:31.000Z
temperature,32,2022-06-07T19:18:09.000Z
precipitation,20,2022-06-03T00:33:29.000Z
precipitation,82,2022-06-07T13:07:51.000Z
temperature,99,2022-06-03T00:57:40.000Z
temperature,64,2022-06-03T20:03:50.000Z
precipitation,87,2022-06-05T21:19:10.000Z
temperature,92,2022-06-07T11:44:06.000Z
precipitation,26,2022-06-02T17:24:20.000Z
precipitation,20,2022-06-08T07:01:23.000Z
temperature,92,2022-06-07T09:10:03.000Z
temperature,75,2022-06-08T15:29:45.000Z
precipitation,57,2022-06-06T08:42:46.000Z
precipitation,73,2022-06-08T20:54:03.000Z
precipitation,3,2022-06-04T05:55:20.000Z
temperature,57,2022-06-01T12:46:55.000Z
precipitation,22,2022-06-01T12:30:10.000Z
precipitation,7,2022-06-02T00:19:20.000Z
temperature,3,2022-06-08T14:38:20.000Z
precipitation,94,2022-06-02T03:03:48.000Z
temperature,23,2022-06-07T14:45:40.000Z
temperature,51,2022-06-02T02:58:08.000Z
precipitation,84,2022-06-06T09:14:20.000Z
precipitation,38,2022-06-04T20:10:59.000Z
precipitation,87,2022-06-07T21:03:18.000Z
precipitation,67,2022-06-03T20:52:25.000Z
temperature,79,2022-06-06T21:07:39.000Z
temperature,98,2022-06-01T16:43:31.000Z
temperature,11,2022-06-02T03:40:19.000Z
precipitation,78,2022-06-03T23:21:04.000Z
temperature,38,2022-06-09T14:09:21.000Z
temperature,92,2022-06-05T08:41:25.000Z
temperature,47,2022-06-02T17:54:08.000Z
temperature,33,2022-06-05T22:52:15.000Z
precipitation,98,2022-06-08T19:32:33.000Z
temperature,32,2022-06-06T19:00:33.000Z
precipitation,32,2022-06-02T04:16:16.000Z
precipitation,15,2022-06-06T22:21:41.000Z
temperature,25,2022-06-08T15:09:23.000Z
precipitation,85,2022-06-06T07:54:33.000Z
precipitation,51,2022-06-01T14:50:52.000Z
precipitation,2,2022-06-06T15:51:18.000Z
temperature,26,2022-06-03T11:16:51.000Z
temperature,21,2022-06-08T16:01:02.000Z
precipitation,29,2022-06-05T13:28:04.000Z
precipitation,3,2022-06-05T17:33:15.000Z
precipitation,44,2022-06-02T22:23:40.000Z
precipitation,1,2022-06-01T15:12:23.000Z
temperature,99,2022-06-08T18:43:09.000Z
precipitation,93,2022-06-07T20:45:00.000Z
precipitation,6,2022-06-09T08:46:37.000Z
temperature,45,2022-06-09T18:26:17.000Z
temperature,49,2022-06-06T08:47:12.000Z
temperature,46,2022-06-04T22:06:25.000Z
precipitation,1,2022-06-03T10:39:10.000Z
precipitation,21,2022-06-04T18:56:41.000Z
precipitation,10,2022-06-03T19:15:48.000Z
precipitation,93,2022-06-05T23:28:48.000Z
temperature,75,2022-06-05T23:00:23.000Z
precipitation,41,2022-06-01T19:56:52.000Z
temperature,34,2022-06-06T00:00:49.000Z
precipitation,67,2022-06-09T08:10:48.000Z
temperature,36,2022-06-06T12:45:58.000Z
temperature,3,2022-06-01T20:02:48.000Z
precipitation,15,2022-06-08T14:15:53.000Z
precipitation,38,2022-06-08T06:27:15.000Z
temperature,76,2022-06-05T12:43:46.000Z
precipitation,19,2022-06-06T06:36:52.000Z
precipitation,40,2022-06-05T01:24:28.000Z
temperature,61,2022-06-06T07:52:34.000Z
precipitation,81,2022-06-05T13:04:41.000Z
precipitation,54,2022-06-02T00:43:31.000Z
temperature,84,2022-06-09T06:19:43.000Z
precipitation,67,2022-06-04T19:14:03.000Z
precipitation,72,2022-06-03T18:39:39.000Z
precipitation,12,2022-06-05T00:19:43.000Z
precipitation,51,2022-06-04T11:29:21.000Z
precipitation,46,2022-06-08T14:14:13.000Z
temperature,62,2022-06-04T06:20:25.000Z
temperature,77,2022-06-03T12:51:21.000Z
temperature,26,2022-06-02T16:48:03.000Z
temperature,31,2022-06-07T09:46:03.000Z
temperature,39,2022-06-02T01:59:33.000Z
temperature,55,2022-06-02T13:50:37.000Z
precipitation,16,2022-06-04T21:22:35.000Z
precipitation,92,2022-06-02T07:42:46.000Z
precipitation,62,2022-06-07T16:02:23.000Z
temperature,59,2022-06-01T04:22:35.000Z
temperature,39,2022-06-03T01:39:40.000Z
precipitation,59,2022-06-09T08:33:01.000Z
temperature,66,2022-06-03T17:34:10.000Z
precipitation,86,2022-06-04T18:04:56.000Z
precipitation,77,2022-06-03T15:13:48.000Z
precipitation,20,2022-06-08T04:42:55.000Z
temperature,22,2022-06-03T05:59:29.000Z
temperature,75,2022-06-01T05:45:31.000Z
temperature,37,2022-06-08T03:21:47.000Z
precipitation,81,2022-06-08T10:42:17.000Z
precipitation,12,2022-06-01T06:47:37.000Z
temperature,83,2022-06-07T23:49:33.000Z
temperature,69,2022-06-02T19:22:28.000Z
temperature,72,2022-06-02T06:11:06.000Z
precipitation,55,2022-06-06T06:36:44.000Z
precipitation,16,2022-06-03T23:17:20.000Z
precipitation,69,2022-06-03T07:48:42.000Z
temperature,61,2022-06-01T17:53:00.000Z
temperature,2,2022-06-03T21:19:27.000Z
temperature,83,2022-06-05T16:20:41.000Z
precipitation,54,2022-06-05T19:36:41.000Z
precipitation,87,2022-06-04T13:23:49.000Z
temperature,41,2022-06-08T01:43:53.000Z
temperature,37,2022-06-04T18:34:09.000Z
temperature,53,2022-06-05T15:04:00.000Z
temperature,30,2022-06-03T15:27:30.000Z
precipitation,92,2022-06-01T00:28:49.000Z
precipitation,17,2022-06-02T15:11:09.000Z
temperature,64,2022-06-01T14:04:31.000Z
temperature,7,2022-06-04T00:25:16.000Z
temperature,16,2022-06-03T09:08:27.000Z
precipitation,64,2022-06-02T06:57:10.000Z
precipitation,98,2022-06-02T15:30:01.000Z
precipitation,60,2022-06-01T17:29:00.000Z
temperature,18,2022-06-06T01:50:14.000Z
temperature,70,2022-06-04T03:08:59.000Z
temperature,4,2022-06-03T15:35:44.000Z
temperature,27,2022-06-06T04:10:11.000Z
temperature,22,2022-06-01T12:35:41.000Z
temperature,37,2022-06-09T18:33:30.000Z
precipitation,52,2022-06-08T20:34:25.000Z
temperature,74,2022-06-09T18:38:20.000Z
precipitation,73,2022-06-05T06:06:57.000Z
precipitation,9,2022-06-03T07:58:47.000Z
temperature,62,2022-06-09T20:12:52.000Z
temperature,53,2022-06-08T11:18:34.000Z
temperature,23,2022-06-06T12:40:23.000Z
precipitation,39,2022-06-05T20:21:00.000Z
temperature,50,2022-06-08T20:36:41.000Z
temperature,93,2022-06-08T03:19:01.000Z
precipitation,3,2022-06-03T08:34:35.000Z
temperature,82,2022-06-07T06:29:11.000Z
precipitation,7,2022-06-04T12:49:12.000Z
precipitation,68,2022-06-06T20:15:19.000Z
temperature,82,2022-06-07T23:25:13.000Z
temperature,16,2022-06-06T03:22:18.000Z
temperature,83,2022-06-01T06:15:42.000Z
temperature,37,2022-06-04T11:39:57.000Z
temperature,59,2022-06-04T00:41:32.000Z
temperature,74,2022-06-05T12:01:56.000Z
temperature,100,2022-06-08T06:01:45.000Z
precipitation,14,2022-06-07T23:01:04.000Z
temperature,34,2022-06-01T12:59:09.000Z
temperature,88,2022-06-04T14:54:29.000Z
precipitation,80,2022-06-04T17:02:48.000Z
temperature,21,2022-06-02T17:34:51.000Z
precipitation,12,2022-06-08T04:30:41.000Z
precipitation,96,2022-06-07T09:03:19.000Z
precipitation,46,2022-06-09T22:44:41.000Z
precipitation,81,2022-06-02T16:46:38.000Z
precipitation,98,2022-06-09T12:41:27.000Z
temperature,89,2022-06-05T15:08:33.000Z
precipitation,20,2022-06-08T10:29:59.000Z
temperature,31,2022-06-03T12:06:01.000Z
temperature,74,2022-06-05T13:52:06.000Z
temperature,20,2022-06-03T17:07:26.000Z
precipitation,49,2022-06-07T10:50:31.000Z
temperature,97,2022-06-05T14:51:08.000Z
precipitation,94,2022-06-02T13:26:15.000Z
temperature,95,2022-06-09T03:55:47.000Z
precipitation,47,2022-06-01T23:23:35.000Z
precipitation,30,2022-06-06T08:49:39.000Z
temperature,29,2022-06-09T02:38:52.000Z
temperature,90,2022-06-07T16:04:21.000Z
precipitation,70,2022-06-02T15:14:18.000Z
precipitation,55,2022-06-02T21:51:51.000Z
precipitation,20,2022-06-09T16:27:48.000Z
precipitation,100,2022-06-09T09:11:13.000Z
temperature,52,2022-06-03T10:32:43.000Z
temperature,94,2022-06-04T04:31:02.000Z
precipitation,93,2022-06-04T08:32:18.000Z
temperature,58,2022-06-06T11:01:02.000Z
precipitation,33,2022-06-05T17:56:53.000Z
precipitation,25,2022-06-03T20:27:24.000Z
temperature,28,2022-06-04T10:32:02.000Z
temperature,39,2022-06-01T10:28:06.000Z
temperature,3,2022-06-03T00:06:44.000Z
temperature,6,2022-06-02T08:38:27.000Z
temperature,67,2022-06-01T07:06:38.000Z
precipitation,44,2022-06-09T22:24:58.000Z
temperature,88,2022-06-05T02:44:19.000Z
precipitation,35,2022-06-02T11:48:46.000Z
precipitation,2,2022-06-05T12:06:03.000Z
precipitation,8,2022-06-03T22:21:31.000Z
precipitation,24,2022-06-04T04:08:42.000Z
precipitation,30,2022-06-08T03:15:39.000Z
precipitation,24,2022-06-01T16:52:04.000Z
precipitation,48,2022-06-06T06:54:22.000Z
temperature,10,2022-06-09T20:51:23.000Z
precipitation,7,2022-06-09T22:49:02.000Z
temperature,19,2022-06-09T07:34:48.000Z
temperature,20,2022-06-09T08:29:04.000Z
precipitation,47,2022-06-01T12:46:40.000Z
temperature,69,2022-06-07T03:40:17.000Z
temperature,62,2022-06-03T02:20:12.000Z
precipitation,86,2022-06-09T19:22:56.000Z
temperature,18,2022-06-03T00:44:59.000Z
precipitation,10,2022-06-05T23:45:53.000Z
temperature,56,2022-06-07T17:02:48.000Z
temperature,92,2022-06-03T16:21:22.000Z
precipitation,3,2022-06-07T22:26:27.000Z
temperature,70,2022-06-01T02:25:00.000Z
temperature,90,2022-06-02T10:01:03.000Z
precipitation,78,2022-06-03T00:04:23.000Z
temperature,42,2022-06-04T11:07:43.000Z
temperature,45,2022-06-04T07:59:10.000Z
temperature,23,2022-06-09T12:20:05.000Z
temperature,89,2022-06-07T19:48:19.000Z
precipitation,5,2022-06-09T00:40:42.000Z
precipitation,6,2022-06-01T11:39:14.000Z
precipitation,77,2022-06-07T18:25:30.000Z
precipitation,59,2022-06-04T07:18:23.000Z
temperature,17,2022-06-01T13:00:58.000Z
temperature,24,2022-06-07T15:51:57.000Z
temperature,72,2022-06-04T22:47:49.000Z
temperature,80,2022-06-02T08:23:18.000Z
precipitation,62,2022-06-04T17:17:41.000Z
precipitation,15,2022-06-06T15:40:15.000Z
precipitation,15,2022-06-04T08:13:27.000Z
temperature,94,2022-06-08T15:53:24.000Z
temperature,42,2022-06-05T13:11:22.000Z
temperature,7,2022-06-09T15:15:06.000Z
temperature,78,2022-06-05T21:43:17.000Z
precipitation,26,2022-06-09T10:30:56.000Z
temperature,76,2022-06-01T08:17:05.000Z
temperature,30,2022-06-05T15:57:00.000Z
temperature,19,2022-06-05T16:55:53.000Z
precipitation,67,2022-06-08T12:03:46.000Z
precipitation,95,2022-06-08T10:34:47.000Z
precipitation,83,2022-06-06T11:58:41.000Z
temperature,4,2022-06-08T04:23:42.000Z
temperature,71,2022-06-08T15:38:17.000Z
precipitation,86,2022-06-01T07:46:41.000Z
temperature,100,2022-06-05T16:00:25.000Z
precipitation,94,2022-06-07T13:25:19.000Z
precipitation,89,2022-06-04T03:13:16.000Z
precipitation,88,2022-06-08T12:19:31.000Z
precipitation,76,2022-06-02T23:17:20.000Z
precipitation,34,2022-06-07T12:28:35.000Z
precipitation,26,2022-06-03T03:27:21.000Z
temperature,44,2022-06-06T04:09:57.000Z
temperature,66,2022-06-09T11:44:04.000Z
precipitation,56,2022-06-05T06:19:11.000Z
precipitation,77,2022-06-07T06:18:27.000Z
temperature,82,2022-06-07T11:40:26.000Z
precipitation,88,2022-06-09T09:14:01.000Z
precipitation,98,2022-06-03T06:13:36.000Z
precipitation,73,2022-06-05T05:39:40.000Z
temperature,49,2022-06-05T03:15:49.000Z
temperature,64,2022-06-08T21:28:00.000Z
precipitation,6,2022-06-02T08:48:59.000Z
temperature,53,2022-06-06T03:33:46.000Z
precipitation,93,2022-06-02T22:44:18.000Z
temperature,57,2022-06-04T03:06:06.000Z
precipitation,80,2022-06-06T05:38:51.000Z
precipitation,73,2022-06-04T12:18:07.000Z
precipitation,5,2022-06-09T09:52:37.000Z
temperature,60,2022-06-06T16:09:52.000Z
precipitation,35,2022-06-09T17:57:34.000Z
precipitation,64,2022-06-04T18:55:05.000Z
temperature,99,2022-06-06T16:52:10.000Z
